StockCode,Description,Ma_cum,Ten_cum
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,4,Hàng bán chậm - ít khách
20886,BOX OF 9 PEBBLE CANDLES,3,Hàng chủ lực - bán chạy đều
20887,BOX OF 6 PEBBLE CANDLES,4,Hàng bán chậm - ít khách
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,1,Hàng giá rẻ - số lượng lớn
20889,JARDIN DE FEMME SCENTED CANDLE,1,Hàng giá rẻ - số lượng lớn
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,0,Hàng giá trị cao - ổn định
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,Hàng giá rẻ - số lượng lớn
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,0,Hàng giá trị cao - ổn định
20896,VINTAGE NOTEBOOK PINK FLOWER,4,Hàng bán chậm - ít khách
20897,VINTAGE NOTEBOOK PARIS DAYS,0,Hàng giá trị cao - ổn định
20898,VINTAGE NOTEBOOK TRAVELOGUE,0,Hàng giá trị cao - ổn định
20899,VINTAGE NOTEBOOK RED ROSE,4,Hàng bán chậm - ít khách
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,2,Hàng ngách - khách quen mua lại
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,2,Hàng ngách - khách quen mua lại
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,2,Hàng ngách - khách quen mua lại
20906,VINTAGE NOTEBOOK BEAUTY GIRL,4,Hàng bán chậm - ít khách
20910,VINTAGE PHOTO ALBUM PARIS DAYS,2,Hàng ngách - khách quen mua lại
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1,Hàng giá rẻ - số lượng lớn
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,Hàng chủ lực - bán chạy đều
20931,BLUE POT PLANT CANDLE ,0,Hàng giá trị cao - ổn định
20932,PINK POT PLANT CANDLE,0,Hàng giá trị cao - ổn định
20933,YELLOW POT PLANT CANDLE,1,Hàng giá rẻ - số lượng lớn
20934,SET/3 POT PLANT CANDLES,0,Hàng giá trị cao - ổn định
20935,ROUND CACTUS CANDLE,0,Hàng giá trị cao - ổn định
20936,FORKED CACTUS CANDLE,0,Hàng giá trị cao - ổn định
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,4,Hàng bán chậm - ít khách
20941,FROG CANDLE,1,Hàng giá rẻ - số lượng lớn
20943,SET/6 GINGERBREAD STAR T-LIGHTS,0,Hàng giá trị cao - ổn định
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,1,Hàng giá rẻ - số lượng lớn
20952,PORCELAIN CHERUB BELL SMALL,1,Hàng giá rẻ - số lượng lớn
20953,PORCELAIN CHERUB BELL LARGE,4,Hàng bán chậm - ít khách
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,3,Hàng chủ lực - bán chạy đều
20957,PORCELAIN HANGING BELL SMALL,4,Hàng bán chậm - ít khách
20958,PORCELAIN HANGING BELL LARGE,4,Hàng bán chậm - ít khách
20960,WATERMELON BATH SPONGE,3,Hàng chủ lực - bán chạy đều
20961,STRAWBERRY BATH SPONGE ,3,Hàng chủ lực - bán chạy đều
20963,APPLE BATH SPONGE,3,Hàng chủ lực - bán chạy đều
20964,POLYESTER FILLER PAD 60x40cm,4,Hàng bán chậm - ít khách
20966,SANDWICH BATH SPONGE,3,Hàng chủ lực - bán chạy đều
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,0,Hàng giá trị cao - ổn định
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,4,Hàng bán chậm - ít khách
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3,Hàng chủ lực - bán chạy đều
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3,Hàng chủ lực - bán chạy đều
20971,PINK BLUE FELT CRAFT TRINKET BOX,3,Hàng chủ lực - bán chạy đều
20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,Hàng chủ lực - bán chạy đều
20973,12 PENCIL SMALL TUBE WOODLAND,3,Hàng chủ lực - bán chạy đều
20974,12 PENCILS SMALL TUBE SKULL,3,Hàng chủ lực - bán chạy đều
20975,12 PENCILS SMALL TUBE RED RETROSPOT,3,Hàng chủ lực - bán chạy đều
20976,12 PENCILS SMALL TUBE POSY,1,Hàng giá rẻ - số lượng lớn
20977,36 PENCILS TUBE WOODLAND,3,Hàng chủ lực - bán chạy đều
20978,36 PENCILS TUBE SKULLS,3,Hàng chủ lực - bán chạy đều
20979,36 PENCILS TUBE RED RETROSPOT,3,Hàng chủ lực - bán chạy đều
20980,36 PENCILS TUBE POSY,4,Hàng bán chậm - ít khách
20981,12 PENCILS TALL TUBE WOODLAND,3,Hàng chủ lực - bán chạy đều
20982,12 PENCILS TALL TUBE SKULLS,3,Hàng chủ lực - bán chạy đều
20983,12 PENCILS TALL TUBE RED RETROSPOT,3,Hàng chủ lực - bán chạy đều
20984,12 PENCILS TALL TUBE POSY,3,Hàng chủ lực - bán chạy đều
20985,HEART CALCULATOR,3,Hàng chủ lực - bán chạy đều
20986,BLUE CALCULATOR RULER,3,Hàng chủ lực - bán chạy đều
20987,GEISHA GIRL CHOPSTICKS SET/5,4,Hàng bán chậm - ít khách
20988,TRELLIS FLOWER CHOPSTICKS SET/5,4,Hàng bán chậm - ít khách
20989,URBAN CHIC CHOPSTICKS SET/5,1,Hàng giá rẻ - số lượng lớn
20990,SPRING FLOWER CHOPSTICKS SET/5,1,Hàng giá rẻ - số lượng lớn
20991,JAZZ HEARTS MAGNETIC MEMO PAD,1,Hàng giá rẻ - số lượng lớn
20992,JAZZ HEARTS PURSE NOTEBOOK,3,Hàng chủ lực - bán chạy đều
20993,JAZZ HEARTS MEMO PAD,1,Hàng giá rẻ - số lượng lớn
20994,JAZZ HEARTS SPIRAL NOTEPAD,4,Hàng bán chậm - ít khách
20996,JAZZ HEARTS ADDRESS BOOK,3,Hàng chủ lực - bán chạy đều
20997,ROSE DU SUD CUSHION COVER ,2,Hàng ngách - khách quen mua lại
20998,ROSE DU SUD OVEN GLOVE,0,Hàng giá trị cao - ổn định
21000,ROSE DU SUD COSMETICS BAG,1,Hàng giá rẻ - số lượng lớn
21001,ROSE DU SUD WASHBAG ,2,Hàng ngách - khách quen mua lại
21002,ROSE DU SUD DRAWSTRING BAG,2,Hàng ngách - khách quen mua lại
21003,ROSE DU SUD CUSHION COVER,2,Hàng ngách - khách quen mua lại
21004,ROSE DU SUD CHILDS APRON,0,Hàng giá trị cao - ổn định
21007,ETCHED GLASS DROPLET DECORATION,1,Hàng giá rẻ - số lượng lớn
21009,ETCHED GLASS STAR TREE DECORATION,1,Hàng giá rẻ - số lượng lớn
21010,ETCHED GLASS BIRD TREE DECORATION,1,Hàng giá rẻ - số lượng lớn
21011,GLITTER SNOW PEAR TREE DECORATION,1,Hàng giá rẻ - số lượng lớn
21012,ANTIQUE ALL GLASS CANDLESTICK,3,Hàng chủ lực - bán chạy đều
21014,SWISS CHALET TREE DECORATION ,3,Hàng chủ lực - bán chạy đều
21015,DARK BIRD HOUSE TREE DECORATION,1,Hàng giá rẻ - số lượng lớn
21016,LIGHT BIRD HOUSE TREE DECORATION,1,Hàng giá rẻ - số lượng lớn
21017,RED BIRD HOUSE TREE DECORATION,1,Hàng giá rẻ - số lượng lớn
21018,BIRD BOX CHRISTMAS TREE DECORATION,4,Hàng bán chậm - ít khách
21025,SPACE FROG,0,Hàng giá trị cao - ổn định
21026,SPACE OWL,0,Hàng giá trị cao - ổn định
21027,NINJA RABBIT PINK,0,Hàng giá trị cao - ổn định
21028,NINJA RABBIT BLACK,0,Hàng giá trị cao - ổn định
21030,SPACE CADET RED,4,Hàng bán chậm - ít khách
21031,SPACE CADET BLACK,4,Hàng bán chậm - ít khách
21032,SPACE CADET WHITE,4,Hàng bán chậm - ít khách
21033,JUMBO BAG CHARLIE AND LOLA TOYS,3,Hàng chủ lực - bán chạy đều
21034,REX CASH+CARRY JUMBO SHOPPER,3,Hàng chủ lực - bán chạy đều
21035,SET/2 RED RETROSPOT TEA TOWELS ,3,Hàng chủ lực - bán chạy đều
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,4,Hàng bán chậm - ít khách
21039,RED RETROSPOT SHOPPING BAG,0,Hàng giá trị cao - ổn định
21040,MODERN VINTAGE COTTON SHOPPING BAG,1,Hàng giá rẻ - số lượng lớn
21041,RED RETROSPOT OVEN GLOVE DOUBLE,3,Hàng chủ lực - bán chạy đều
21042,RED RETROSPOT APRON ,0,Hàng giá trị cao - ổn định
21043,APRON MODERN VINTAGE COTTON,0,Hàng giá trị cao - ổn định
21051,RIBBONS PURSE ,0,Hàng giá trị cao - ổn định
21054,NURSE'S BAG SOFT TOY,0,Hàng giá trị cao - ổn định
21055,TOOL BOX SOFT TOY ,0,Hàng giá trị cao - ổn định
21056,DOCTOR'S BAG SOFT TOY,0,Hàng giá trị cao - ổn định
21058,PARTY INVITES WOODLAND,3,Hàng chủ lực - bán chạy đều
21059,PARTY INVITES DINOSAURS,3,Hàng chủ lực - bán chạy đều
21060,PARTY INVITES BALLOON GIRL,1,Hàng giá rẻ - số lượng lớn
21061,PARTY INVITES FOOTBALL,1,Hàng giá rẻ - số lượng lớn
21062,PARTY INVITES SPACEMAN,1,Hàng giá rẻ - số lượng lớn
21063,PARTY INVITES JAZZ HEARTS,3,Hàng chủ lực - bán chạy đều
21064,BOOM BOX SPEAKER BOYS,0,Hàng giá trị cao - ổn định
21065,BOOM BOX SPEAKER GIRLS,0,Hàng giá trị cao - ổn định
21066,VINTAGE RED MUG,1,Hàng giá rẻ - số lượng lớn
21067,VINTAGE RED TEATIME MUG,3,Hàng chủ lực - bán chạy đều
21068,VINTAGE BILLBOARD LOVE/HATE MUG,3,Hàng chủ lực - bán chạy đều
21069,VINTAGE BILLBOARD TEA MUG,3,Hàng chủ lực - bán chạy đều
21070,VINTAGE BILLBOARD MUG ,3,Hàng chủ lực - bán chạy đều
21071,VINTAGE BILLBOARD DRINK ME MUG,3,Hàng chủ lực - bán chạy đều
21076,SET/20 COLLAGE PAPER NAPKIN ,1,Hàng giá rẻ - số lượng lớn
21077,SET/20 WOODLAND PAPER NAPKINS ,3,Hàng chủ lực - bán chạy đều
21078,SET/20 STRAWBERRY PAPER NAPKINS ,3,Hàng chủ lực - bán chạy đều
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,Hàng chủ lực - bán chạy đều
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1,Hàng giá rẻ - số lượng lớn
21084,SET/6 COLLAGE PAPER CUPS,3,Hàng chủ lực - bán chạy đều
21085,SET/6 WOODLAND PAPER CUPS,1,Hàng giá rẻ - số lượng lớn
21086,SET/6 RED SPOTTY PAPER CUPS,3,Hàng chủ lực - bán chạy đều
21087,SET/6 POSIES PAPER CUPS,1,Hàng giá rẻ - số lượng lớn
21088,SET/6 FRUIT SALAD PAPER CUPS,1,Hàng giá rẻ - số lượng lớn
21089,SET/6 GREEN SPRING PAPER CUPS,1,Hàng giá rẻ - số lượng lớn
21090,SET/6 COLLAGE PAPER PLATES,3,Hàng chủ lực - bán chạy đều
21091,SET/6 WOODLAND PAPER PLATES,1,Hàng giá rẻ - số lượng lớn
21092,SET/6 STRAWBERRY PAPER PLATES,1,Hàng giá rẻ - số lượng lớn
21094,SET/6 RED SPOTTY PAPER PLATES,3,Hàng chủ lực - bán chạy đều
21095,SET/6 POSIES PAPER PLATES,1,Hàng giá rẻ - số lượng lớn
21096,SET/6 FRUIT SALAD  PAPER PLATES,1,Hàng giá rẻ - số lượng lớn
21097,SET/6 GREEN SPRING  PAPER PLATE,4,Hàng bán chậm - ít khách
21098,CHRISTMAS TOILET ROLL,3,Hàng chủ lực - bán chạy đều
21099,SET/6 STRAWBERRY PAPER CUPS,1,Hàng giá rẻ - số lượng lớn
21100,CHARLIE AND LOLA CHARLOTTE BAG,3,Hàng chủ lực - bán chạy đều
21102,"CANDLE IN JAR COLLAGE , VANILLA",4,Hàng bán chậm - ít khách
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,0,Hàng giá trị cao - ổn định
21107,CREAM SLICE FLANNEL PINK SPOT ,3,Hàng chủ lực - bán chạy đều
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,Hàng chủ lực - bán chạy đều
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",0,Hàng giá trị cao - ổn định
21110,LARGE CAKE TOWEL PINK SPOTS,0,Hàng giá trị cao - ổn định
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",0,Hàng giá trị cao - ổn định
21112,"SWISS ROLL TOWEL, PINK  SPOTS",3,Hàng chủ lực - bán chạy đều
21114,LAVENDER SCENTED FABRIC HEART,3,Hàng chủ lực - bán chạy đều
21115,ROSE CARAVAN DOORSTOP,0,Hàng giá trị cao - ổn định
21116,OWL DOORSTOP,0,Hàng giá trị cao - ổn định
21117,BLOND DOLL DOORSTOP,1,Hàng giá rẻ - số lượng lớn
21118,SHOPPING BAG DOORSTOP,4,Hàng bán chậm - ít khách
21121,SET/10 RED POLKADOT PARTY CANDLES,3,Hàng chủ lực - bán chạy đều
21122,SET/10 PINK POLKADOT PARTY CANDLES,3,Hàng chủ lực - bán chạy đều
21123,SET/10 IVORY POLKADOT PARTY CANDLES,3,Hàng chủ lực - bán chạy đều
21124,SET/10 BLUE SPOTTY PARTY CANDLES,3,Hàng chủ lực - bán chạy đều
21125,SET 6 FOOTBALL CELEBRATION CANDLES,3,Hàng chủ lực - bán chạy đều
21126,SET OF 6 GIRLS CELEBRATION CANDLES,3,Hàng chủ lực - bán chạy đều
21127,COLOURFUL FISHING GNOME,0,Hàng giá trị cao - ổn định
21128,GOLD FISHING GNOME,0,Hàng giá trị cao - ổn định
21129,SILVER FISHING GNOME ,0,Hàng giá trị cao - ổn định
21130,COLOURFUL STANDING GNOME,1,Hàng giá rẻ - số lượng lớn
21131,GOLD STANDING GNOME,0,Hàng giá trị cao - ổn định
21132,SILVER STANDING GNOME   ,4,Hàng bán chậm - ít khách
21133,PAINTED BIRD ASSORTED CHRISTMAS,1,Hàng giá rẻ - số lượng lớn
21134,VICTORIAN METAL POSTCARD CHRISTMAS,1,Hàng giá rẻ - số lượng lớn
21135,VICTORIAN  METAL POSTCARD SPRING,3,Hàng chủ lực - bán chạy đều
21136,PAINTED METAL PEARS ASSORTED,3,Hàng chủ lực - bán chạy đều
21137,BLACK RECORD COVER FRAME,3,Hàng chủ lực - bán chạy đều
21143,ANTIQUE GLASS HEART DECORATION ,3,Hàng chủ lực - bán chạy đều
21144,PINK POODLE HANGING DECORATION ,1,Hàng giá rẻ - số lượng lớn
21145,ANTIQUE GLASS PLACE SETTING,1,Hàng giá rẻ - số lượng lớn
21146,ANTIQUE GLASS RIDGED HANGING BALL,1,Hàng giá rẻ - số lượng lớn
21147,JINGLE BELLS TREE DECORATION,0,Hàng giá trị cao - ổn định
21153,RED SPOTTY TABLECLOTH ,0,Hàng giá trị cao - ổn định
21154,RED RETROSPOT OVEN GLOVE ,3,Hàng chủ lực - bán chạy đều
21155,RED RETROSPOT PEG BAG,3,Hàng chủ lực - bán chạy đều
21156,RETROSPOT CHILDRENS APRON,3,Hàng chủ lực - bán chạy đều
21157,RED SPOTTY WASHBAG,0,Hàng giá trị cao - ổn định
21158,MOODY GIRL DOOR HANGER ,3,Hàng chủ lực - bán chạy đều
21159,MOODY BOY  DOOR HANGER ,3,Hàng chủ lực - bán chạy đều
21160,KEEP OUT GIRLS DOOR HANGER ,1,Hàng giá rẻ - số lượng lớn
21161,KEEP OUT BOYS DOOR HANGER ,3,Hàng chủ lực - bán chạy đều
21162,TOXIC AREA  DOOR HANGER ,3,Hàng chủ lực - bán chạy đều
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,3,Hàng chủ lực - bán chạy đều
21164,HOME SWEET HOME METAL SIGN ,3,Hàng chủ lực - bán chạy đều
21165,BEWARE OF THE CAT METAL SIGN ,3,Hàng chủ lực - bán chạy đều
21166,COOK WITH WINE METAL SIGN ,3,Hàng chủ lực - bán chạy đều
21167,WHITE SAGE INCENSE,1,Hàng giá rẻ - số lượng lớn
21169,YOU'RE CONFUSING ME METAL SIGN ,3,Hàng chủ lực - bán chạy đều
21171,BATHROOM METAL SIGN ,3,Hàng chủ lực - bán chạy đều
21172,PARTY METAL SIGN ,3,Hàng chủ lực - bán chạy đều
21173,LOO ROLL  METAL SIGN ,0,Hàng giá trị cao - ổn định
21174,POTTERING IN THE SHED METAL SIGN,3,Hàng chủ lực - bán chạy đều
21175,GIN + TONIC DIET METAL SIGN,3,Hàng chủ lực - bán chạy đều
21179,NO JUNK MAIL METAL SIGN,3,Hàng chủ lực - bán chạy đều
21181,PLEASE ONE PERSON METAL SIGN,3,Hàng chủ lực - bán chạy đều
21185, HOME SWEET HOME  BLACKBOARD,0,Hàng giá trị cao - ổn định
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,3,Hàng chủ lực - bán chạy đều
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1,Hàng giá rẻ - số lượng lớn
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,0,Hàng giá trị cao - ổn định
21189,WHITE HONEYCOMB PAPER GARLAND ,0,Hàng giá trị cao - ổn định
21190,PINK HEARTS PAPER GARLAND,1,Hàng giá rẻ - số lượng lớn
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,3,Hàng chủ lực - bán chạy đều
21192,WHITE BELL HONEYCOMB PAPER ,3,Hàng chủ lực - bán chạy đều
21193,WHITE HONEYCOMB PAPER FAN ,4,Hàng bán chậm - ít khách
21194,PINK  HONEYCOMB PAPER FAN,0,Hàng giá trị cao - ổn định
21195,PINK  HONEYCOMB PAPER BALL ,0,Hàng giá trị cao - ổn định
21196,ROUND WHITE CONFETTI IN TUBE,4,Hàng bán chậm - ít khách
21197,MULTICOLOUR  CONFETTI IN TUBE,1,Hàng giá rẻ - số lượng lớn
21198,WHITE HEART CONFETTI IN TUBE,1,Hàng giá rẻ - số lượng lớn
21199,PINK  HEART CONFETTI IN TUBE,0,Hàng giá trị cao - ổn định
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1,Hàng giá rẻ - số lượng lớn
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,3,Hàng chủ lực - bán chạy đều
21202,DOLLY HONEYCOMB GARLAND,1,Hàng giá rẻ - số lượng lớn
21203,BUTTERFLIES  HONEYCOMB GARLAND,1,Hàng giá rẻ - số lượng lớn
21204,DAISIES  HONEYCOMB GARLAND ,3,Hàng chủ lực - bán chạy đều
21205,MULTICOLOUR 3D BALLS GARLAND,0,Hàng giá trị cao - ổn định
21206,STRAWBERRY HONEYCOMB  GARLAND ,3,Hàng chủ lực - bán chạy đều
21207,SKULL AND CROSSBONES  GARLAND ,3,Hàng chủ lực - bán chạy đều
21208,PASTEL COLOUR HONEYCOMB FAN,1,Hàng giá rẻ - số lượng lớn
21209,MULTICOLOUR HONEYCOMB FAN,1,Hàng giá rẻ - số lượng lớn
21210,SET OF 72 RETROSPOT PAPER  DOILIES,3,Hàng chủ lực - bán chạy đều
21211,SET OF 72 SKULL PAPER  DOILIES,3,Hàng chủ lực - bán chạy đều
21212,PACK OF 72 RETROSPOT CAKE CASES,3,Hàng chủ lực - bán chạy đều
21213,PACK OF 72 SKULL CAKE CASES,3,Hàng chủ lực - bán chạy đều
21214,SET OF 72 IVORY PAPER DOILIES,3,Hàng chủ lực - bán chạy đều
21215,IVORY PAPER CUP CAKE CASES ,3,Hàng chủ lực - bán chạy đều
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",3,Hàng chủ lực - bán chạy đều
21217,RED RETROSPOT ROUND CAKE TINS,3,Hàng chủ lực - bán chạy đều
21218,RED SPOTTY BISCUIT TIN,3,Hàng chủ lực - bán chạy đều
21219,SET/4 BADGES BALLOON GIRL,0,Hàng giá trị cao - ổn định
21220,SET/4 BADGES DOGS,0,Hàng giá trị cao - ổn định
21221,SET/4 BADGES CUTE CREATURES,0,Hàng giá trị cao - ổn định
21222,SET/4 BADGES BEETLES,0,Hàng giá trị cao - ổn định
21223,SET/4 BADGES WOODLAND ANIMAL,1,Hàng giá rẻ - số lượng lớn
21224,SET/4 SKULL BADGES,3,Hàng chủ lực - bán chạy đều
21226,POCKET MIRROR WOODLAND,4,Hàng bán chậm - ít khách
21228,"POCKET MIRROR ""GLAMOROUS""",4,Hàng bán chậm - ít khách
21231,SWEETHEART CERAMIC TRINKET BOX,3,Hàng chủ lực - bán chạy đều
21232,STRAWBERRY CERAMIC TRINKET BOX,3,Hàng chủ lực - bán chạy đều
21238,RED RETROSPOT CUP,3,Hàng chủ lực - bán chạy đều
21239,PINK  POLKADOT CUP,3,Hàng chủ lực - bán chạy đều
21240,BLUE POLKADOT CUP,3,Hàng chủ lực - bán chạy đều
21241,GREEN SPOTTY CUP,3,Hàng chủ lực - bán chạy đều
21242,RED RETROSPOT PLATE ,3,Hàng chủ lực - bán chạy đều
21243,PINK  POLKADOT PLATE ,3,Hàng chủ lực - bán chạy đều
21244,BLUE POLKADOT PLATE ,3,Hàng chủ lực - bán chạy đều
21245,GREEN POLKADOT PLATE ,3,Hàng chủ lực - bán chạy đều
21246,RED RETROSPOT BIG BOWL,0,Hàng giá trị cao - ổn định
21247,SET OF RED SALAD SERVERS ,0,Hàng giá trị cao - ổn định
21248,DOOR HANGER  MUM + DADS ROOM,0,Hàng giá trị cao - ổn định
21249,WOODLAND  HEIGHT CHART STICKERS ,3,Hàng chủ lực - bán chạy đều
21250,SET OF SKULL WALL STICKERS,0,Hàng giá trị cao - ổn định
21251,DINOSAUR HEIGHT CHART STICKER SET,0,Hàng giá trị cao - ổn định
21252,SET OF MEADOW  FLOWER STICKERS,4,Hàng bán chậm - ít khách
21253,SET OF PICTURE FRAME  STICKERS,0,Hàng giá trị cao - ổn định
21255,"FRENCH BOTTLE , LAVENDER",0,Hàng giá trị cao - ổn định
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",0,Hàng giá trị cao - ổn định
21257,VICTORIAN SEWING BOX MEDIUM,0,Hàng giá trị cao - ổn định
21258,VICTORIAN SEWING BOX LARGE,0,Hàng giá trị cao - ổn định
21259,VICTORIAN SEWING BOX SMALL ,3,Hàng chủ lực - bán chạy đều
21260,FIRST AID TIN,3,Hàng chủ lực - bán chạy đều
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,0,Hàng giá trị cao - ổn định
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,0,Hàng giá trị cao - ổn định
21263,GREEN GOOSE FEATHER TREE 60CM,0,Hàng giá trị cao - ổn định
21264,WHITE GOOSE FEATHER TREE 60CM ,0,Hàng giá trị cao - ổn định
21265,PINK GOOSE FEATHER TREE 60CM,1,Hàng giá rẻ - số lượng lớn
21266,VINTAGE SILVER TINSEL REEL,4,Hàng bán chậm - ít khách
21267,VINTAGE PINK TINSEL REEL ,2,Hàng ngách - khách quen mua lại
21268,VINTAGE BLUE TINSEL REEL,1,Hàng giá rẻ - số lượng lớn
21269,ANTIQUE CREAM CUTLERY SHELF ,0,Hàng giá trị cao - ổn định
21270,ANTIQUE CREAM CUTLERY CUPBOARD,4,Hàng bán chậm - ít khách
21272,SALLE DE BAIN HOOK,3,Hàng chủ lực - bán chạy đều
21274,EMBOSSED HEART 3 DRAWER SHELF,0,Hàng giá trị cao - ổn định
21275,ZINC TOP  2 DOOR WOODEN SHELF ,0,Hàng giá trị cao - ổn định
21276,TWO EMBOSSED HEART MINI DRAWERS,1,Hàng giá rẻ - số lượng lớn
21277,FRENCH STYLE EMBOSSED HEART CABINET,0,Hàng giá trị cao - ổn định
21278,VINTAGE KITCHEN PRINT PUDDINGS,1,Hàng giá rẻ - số lượng lớn
21279,VINTAGE KITCHEN PRINT FRUITS,1,Hàng giá rẻ - số lượng lớn
21280,VINTAGE KITCHEN PRINT VEGETABLES,1,Hàng giá rẻ - số lượng lớn
21281,VINTAGE KITCHEN PRINT SEAFOOD,1,Hàng giá rẻ - số lượng lớn
21282,NATURAL BARK CANDLE LARGE,0,Hàng giá trị cao - ổn định
21283,NATURAL BARK CANDLE SMALL,0,Hàng giá trị cao - ổn định
21284,RETROSPOT CANDLE  SMALL,1,Hàng giá rẻ - số lượng lớn
21285,RETROSPOT CANDLE  MEDIUM,1,Hàng giá rẻ - số lượng lớn
21286,RETROSPOT CANDLE  LARGE,0,Hàng giá trị cao - ổn định
21287,SCENTED VELVET LOUNGE CANDLE ,1,Hàng giá rẻ - số lượng lớn
21288,STRIPEY CHOCOLATE NESTING BOXES,0,Hàng giá trị cao - ổn định
21289,LARGE STRIPES CHOCOLATE GIFT BAG,1,Hàng giá rẻ - số lượng lớn
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1,Hàng giá rẻ - số lượng lớn
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,1,Hàng giá rẻ - số lượng lớn
21293,MIRRORED DOVE WALL DECORATION,0,Hàng giá trị cao - ổn định
21294,ETCHED GLASS COASTER,1,Hàng giá rẻ - số lượng lớn
